opportunity_id,observation_index,stage
HX-O0283,8,1
HX-O0283,9,1
HX-O0283,10,1
HX-O0283,11,1
HX-O0283,12,1
HX-O0283,13,1
HX-O0283,14,1
HX-O0283,15,1
HX-O0283,16,1
HX-O0283,17,1
HX-O0283,18,1
HX-O0284,1,1
HX-O0284,2,1
HX-O0284,3,1
HX-O0284,4,1
HX-O0284,5,1
HX-O0284,6,1
HX-O0284,7,1
HX-O0284,8,1
HX-O0284,9,1
HX-O0284,10,1
HX-O0284,11,1
HX-O0284,12,1
HX-O0284,13,1
HX-O0284,14,1
HX-O0284,15,1
HX-O0284,16,1
HX-O0284,17,1
HX-O0284,18,1
HX-O0285,1,1
HX-O0285,2,1
HX-O0285,3,1
HX-O0285,4,1
HX-O0285,5,1
HX-O0285,6,1
HX-O0285,7,1
HX-O0285,8,1
HX-O0285,9,1
HX-O0285,10,1
HX-O0285,11,1
HX-O0285,12,1
HX-O0285,13,1
HX-O0285,14,1
HX-O0285,15,1
HX-O0285,16,1
HX-O0285,17,1
HX-O0285,18,1
HX-O0286,1,1
HX-O0286,2,1
HX-O0286,3,1
HX-O0286,4,1
HX-O0286,5,2
HX-O0286,6,2
HX-O0286,7,2
HX-O0286,8,2
HX-O0286,9,3
HX-O0286,10,3
HX-O0286,11,3
HX-O0286,12,4
HX-O0286,13,4
HX-O0286,14,4
HX-O0286,15,4
HX-O0286,16,5
HX-O0286,17,5
HX-O0286,18,5
HX-O0287,1,1
HX-O0287,2,1
HX-O0287,3,1
HX-O0287,4,1
HX-O0287,5,1
HX-O0287,6,1
HX-O0287,7,1
HX-O0287,8,1
HX-O0287,9,1
HX-O0287,10,1
HX-O0287,11,1
HX-O0287,12,1
HX-O0287,13,1
HX-O0287,14,1
HX-O0287,15,1
HX-O0287,16,1
HX-O0287,17,1
HX-O0287,18,1
HX-O0288,1,1
HX-O0288,2,1
HX-O0288,3,1
HX-O0288,4,1
HX-O0288,5,1
HX-O0288,6,1
HX-O0288,7,1
HX-O0288,8,1
HX-O0288,9,1
HX-O0288,10,1
HX-O0288,11,1
HX-O0288,12,1
HX-O0288,13,1
HX-O0288,14,1
HX-O0288,15,1
HX-O0288,16,1
HX-O0288,17,1
HX-O0288,18,1
HX-O0289,1,1
HX-O0289,2,1
HX-O0289,3,1
HX-O0289,4,1
HX-O0289,5,1
HX-O0289,6,2
HX-O0289,7,2
HX-O0289,8,2
HX-O0289,9,2
HX-O0289,10,3
HX-O0289,11,3
HX-O0289,12,3
HX-O0289,13,3
HX-O0289,14,3
HX-O0289,15,4
HX-O0289,16,4
HX-O0289,17,4
HX-O0289,18,4
HX-O0290,1,1
HX-O0290,2,1
HX-O0290,3,1
HX-O0290,4,1
HX-O0290,5,1
HX-O0290,6,1
HX-O0290,7,1
HX-O0290,8,1
HX-O0290,9,1
HX-O0290,10,1
HX-O0290,11,1
HX-O0290,12,1
HX-O0290,13,1
HX-O0290,14,1
HX-O0290,15,1
HX-O0290,16,1
HX-O0290,17,1
HX-O0290,18,1
HX-O0291,1,1
HX-O0291,2,1
HX-O0291,3,1
HX-O0291,4,1
HX-O0291,5,1
HX-O0291,6,1
HX-O0291,7,1
HX-O0291,8,1
HX-O0291,9,1
HX-O0291,10,2
HX-O0291,11,2
HX-O0291,12,2
HX-O0291,13,2
HX-O0291,14,2
HX-O0291,15,2
HX-O0291,16,2
HX-O0291,17,2
HX-O0291,18,2
HX-O0292,1,1
HX-O0292,2,1
HX-O0292,3,1
HX-O0292,4,1
HX-O0292,5,1
HX-O0292,6,1
HX-O0292,7,2
HX-O0292,8,2
HX-O0292,9,2
HX-O0292,10,2
HX-O0292,11,2
HX-O0292,12,2
HX-O0292,13,3
HX-O0292,14,3
HX-O0292,15,3
HX-O0292,16,3
HX-O0292,17,3
HX-O0292,18,3
HX-O0293,1,1
HX-O0293,2,1
HX-O0293,3,1
HX-O0293,4,1
HX-O0293,5,2
HX-O0293,6,2
HX-O0293,7,2
HX-O0293,8,2
HX-O0293,9,3
HX-O0293,10,3
HX-O0293,11,3
HX-O0293,12,4
HX-O0293,13,4
HX-O0293,14,4
HX-O0293,15,4
HX-O0293,16,5
HX-O0293,17,5
HX-O0293,18,5
HX-O0294,1,1
HX-O0294,2,1
HX-O0294,3,1
HX-O0294,4,1
HX-O0294,5,2
HX-O0294,6,2
HX-O0294,7,2
HX-O0294,8,2
HX-O0294,9,3
HX-O0294,10,3
HX-O0294,11,3
HX-O0294,12,4
HX-O0294,13,4
HX-O0294,14,4
HX-O0294,15,4
HX-O0294,16,5
HX-O0294,17,5
HX-O0294,18,5
HX-O0295,1,1
HX-O0295,2,1
HX-O0295,3,1
HX-O0295,4,1
HX-O0295,5,1
HX-O0295,6,2
HX-O0295,7,2
HX-O0295,8,2
HX-O0295,9,2
HX-O0295,10,3
HX-O0295,11,3
HX-O0295,12,3
HX-O0295,13,3
HX-O0295,14,3
HX-O0295,15,4
HX-O0295,16,4
HX-O0295,17,4
HX-O0295,18,4
HX-O0296,1,1
HX-O0296,2,1
HX-O0296,3,1
HX-O0296,4,1
HX-O0296,5,1
HX-O0296,6,1
HX-O0296,7,1
HX-O0296,8,1
HX-O0296,9,1
HX-O0296,10,1
HX-O0296,11,1
HX-O0296,12,1
HX-O0296,13,1
HX-O0296,14,1
HX-O0296,15,1
HX-O0296,16,1
HX-O0296,17,1
HX-O0296,18,1
HX-O0297,1,1
HX-O0297,2,1
HX-O0297,3,1
HX-O0297,4,1
HX-O0297,5,1
HX-O0297,6,1
HX-O0297,7,1
HX-O0297,8,1
HX-O0297,9,1
HX-O0297,10,1
HX-O0297,11,1
HX-O0297,12,1
HX-O0297,13,1
HX-O0297,14,1
HX-O0297,15,1
HX-O0297,16,1
HX-O0297,17,1
HX-O0297,18,1
HX-O0298,1,1
HX-O0298,2,1
HX-O0298,3,1
HX-O0298,4,1
HX-O0298,5,1
HX-O0298,6,1
HX-O0298,7,1
HX-O0298,8,1
HX-O0298,9,1
HX-O0298,10,1
HX-O0298,11,1
HX-O0298,12,1
HX-O0298,13,1
HX-O0298,14,1
HX-O0298,15,1
HX-O0298,16,1
HX-O0298,17,1
HX-O0298,18,1
HX-O0299,1,1
HX-O0299,2,1
HX-O0299,3,1
HX-O0299,4,1
HX-O0299,5,1
HX-O0299,6,1
HX-O0299,7,1
HX-O0299,8,1
HX-O0299,9,1
HX-O0299,10,2
HX-O0299,11,2
HX-O0299,12,2
HX-O0299,13,2
HX-O0299,14,2
HX-O0299,15,2
HX-O0299,16,2
HX-O0299,17,2
HX-O0299,18,2
HX-O0300,1,1
HX-O0300,2,1
HX-O0300,3,1
HX-O0300,4,1
HX-O0300,5,1
HX-O0300,6,2
HX-O0300,7,2
HX-O0300,8,2
HX-O0300,9,2
HX-O0300,10,3
HX-O0300,11,3
HX-O0300,12,3
HX-O0300,13,3
HX-O0300,14,3
HX-O0300,15,4
HX-O0300,16,4
HX-O0300,17,4
HX-O0300,18,4
HX-O0301,1,1
HX-O0301,2,1
HX-O0301,3,1
HX-O0301,4,1
HX-O0301,5,1
HX-O0301,6,2
HX-O0301,7,2
HX-O0301,8,2
HX-O0301,9,2
HX-O0301,10,3
HX-O0301,11,3
HX-O0301,12,3
HX-O0301,13,3
HX-O0301,14,3
HX-O0301,15,4
HX-O0301,16,4
HX-O0301,17,4
HX-O0301,18,4
HX-O0302,1,1
HX-O0302,2,1
HX-O0302,3,1
HX-O0302,4,1
HX-O0302,5,1
HX-O0302,6,1
HX-O0302,7,1
HX-O0302,8,1
HX-O0302,9,1
HX-O0302,10,2
HX-O0302,11,2
HX-O0302,12,2
HX-O0302,13,2
HX-O0302,14,2
HX-O0302,15,2
HX-O0302,16,2
HX-O0302,17,2
HX-O0302,18,2
HX-O0303,1,1
HX-O0303,2,1
HX-O0303,3,1
HX-O0303,4,1
HX-O0303,5,1
HX-O0303,6,2
HX-O0303,7,2
HX-O0303,8,2
HX-O0303,9,2
HX-O0303,10,3
HX-O0303,11,3
HX-O0303,12,3
HX-O0303,13,3
HX-O0303,14,3
HX-O0303,15,4
HX-O0303,16,4
HX-O0303,17,4
HX-O0303,18,4
HX-O0304,1,1
HX-O0304,2,1
HX-O0304,3,1
HX-O0304,4,1
HX-O0304,5,2
HX-O0304,6,2
HX-O0304,7,2
HX-O0304,8,2
HX-O0304,9,3
HX-O0304,10,3
HX-O0304,11,3
HX-O0304,12,4
HX-O0304,13,4
HX-O0304,14,4
HX-O0304,15,4
HX-O0304,16,5
HX-O0304,17,5
HX-O0304,18,5
HX-O0305,1,1
HX-O0305,2,1
HX-O0305,3,1
HX-O0305,4,1
HX-O0305,5,1
HX-O0305,6,1
HX-O0305,7,1
HX-O0305,8,1
HX-O0305,9,1
HX-O0305,10,2
HX-O0305,11,2
HX-O0305,12,2
HX-O0305,13,2
HX-O0305,14,2
HX-O0305,15,2
HX-O0305,16,2
HX-O0305,17,2
HX-O0305,18,2
HX-O0306,1,1
HX-O0306,2,1
HX-O0306,3,1
HX-O0306,4,1
HX-O0306,5,1
HX-O0306,6,1
HX-O0306,7,2
HX-O0306,8,2
HX-O0306,9,2
HX-O0306,10,2
HX-O0306,11,2
HX-O0306,12,2
HX-O0306,13,3
HX-O0306,14,3
HX-O0306,15,3
HX-O0306,16,3
HX-O0306,17,3
HX-O0306,18,3
HX-O0307,1,1
HX-O0307,2,1
HX-O0307,3,1
HX-O0307,4,1
HX-O0307,5,2
HX-O0307,6,2
HX-O0307,7,2
HX-O0307,8,2
HX-O0307,9,3
HX-O0307,10,3
HX-O0307,11,3
HX-O0307,12,4
HX-O0307,13,4
HX-O0307,14,4
HX-O0307,15,4
HX-O0307,16,5
HX-O0307,17,5
HX-O0307,18,5
HX-O0308,1,1
HX-O0308,2,1
HX-O0308,3,1
HX-O0308,4,1
HX-O0308,5,1
HX-O0308,6,1
HX-O0308,7,2
HX-O0308,8,2
HX-O0308,9,2
HX-O0308,10,2
HX-O0308,11,2
HX-O0308,12,2
HX-O0308,13,3
HX-O0308,14,3
HX-O0308,15,3
HX-O0308,16,3
HX-O0308,17,3
HX-O0308,18,3
HX-O0309,1,1
HX-O0309,2,1
HX-O0309,3,1
HX-O0309,4,1
HX-O0309,5,1
HX-O0309,6,1
HX-O0309,7,1
HX-O0309,8,1
HX-O0309,9,1
HX-O0309,10,2
HX-O0309,11,2
HX-O0309,12,2
HX-O0309,13,2
HX-O0309,14,2
HX-O0309,15,2
HX-O0309,16,2
HX-O0309,17,2
HX-O0309,18,2
HX-O0310,1,1
HX-O0310,2,1
HX-O0310,3,1
HX-O0310,4,1
HX-O0310,5,2
HX-O0310,6,2
HX-O0310,7,2
HX-O0310,8,2
HX-O0310,9,3
HX-O0310,10,3
HX-O0310,11,3
HX-O0310,12,4
HX-O0310,13,4
HX-O0310,14,4
HX-O0310,15,4
HX-O0310,16,5
HX-O0310,17,5
HX-O0310,18,5
HX-O0311,1,1
HX-O0311,2,1
HX-O0311,3,1
HX-O0311,4,1
HX-O0311,5,1
HX-O0311,6,2
HX-O0311,7,2
HX-O0311,8,2
HX-O0311,9,2
HX-O0311,10,3
HX-O0311,11,3
HX-O0311,12,3
HX-O0311,13,3
HX-O0311,14,3
HX-O0311,15,4
HX-O0311,16,4
HX-O0311,17,4
HX-O0311,18,4
HX-O0312,1,1
HX-O0312,2,1
HX-O0312,3,1
HX-O0312,4,1
HX-O0312,5,1
HX-O0312,6,1
HX-O0312,7,2
HX-O0312,8,2
HX-O0312,9,2
HX-O0312,10,2
HX-O0312,11,2
HX-O0312,12,2
HX-O0312,13,3
HX-O0312,14,3
HX-O0312,15,3
HX-O0312,16,3
HX-O0312,17,3
HX-O0312,18,3
HX-O0313,1,1
HX-O0313,2,1
HX-O0313,3,1
HX-O0313,4,1
HX-O0313,5,2
HX-O0313,6,2
HX-O0313,7,2
HX-O0313,8,3
HX-O0313,9,3
HX-O0313,10,3
HX-O0314,1,1
HX-O0314,2,1
HX-O0314,3,1
HX-O0314,4,1
HX-O0314,5,2
HX-O0314,6,2
HX-O0314,7,2
HX-O0314,8,3
HX-O0314,9,3
HX-O0314,10,3
HX-O0315,1,1
HX-O0315,2,1
HX-O0315,3,2
HX-O0315,4,2
HX-O0315,5,3
HX-O0315,6,3
HX-O0315,7,4
HX-O0315,8,4
HX-O0315,9,5
HX-O0315,10,5
HX-O0316,1,1
HX-O0316,2,1
HX-O0316,3,1
HX-O0316,4,1
HX-O0316,5,2
HX-O0316,6,2
HX-O0316,7,2
HX-O0316,8,3
HX-O0316,9,3
HX-O0316,10,3
HX-O0317,1,1
HX-O0317,2,1
HX-O0317,3,2
HX-O0317,4,2
HX-O0317,5,3
HX-O0317,6,3
HX-O0317,7,4
HX-O0317,8,4
HX-O0317,9,5
HX-O0317,10,5
HX-O0318,1,1
HX-O0318,2,1
HX-O0318,3,1
HX-O0318,4,1
HX-O0318,5,1
HX-O0318,6,1
HX-O0318,7,1
HX-O0318,8,1
HX-O0318,9,1
HX-O0318,10,1
HX-O0319,1,1
HX-O0319,2,1
HX-O0319,3,1
HX-O0319,4,1
HX-O0319,5,1
HX-O0319,6,2
HX-O0319,7,2
HX-O0319,8,2
HX-O0319,9,2
HX-O0319,10,2
HX-O0320,1,1
HX-O0320,2,1
HX-O0320,3,2
HX-O0320,4,2
HX-O0320,5,3
HX-O0320,6,3
HX-O0320,7,4
HX-O0320,8,4
HX-O0320,9,5
HX-O0320,10,5
